,filename,outsideShape,factor,bitPerPart,radius,psnr,robustCheck,fragileRedCheck,fragileGreenCheck,fragileBlueCheck
697,40-40-60-8-17.png,"(40, 40)",60,8,17,42.31148414656127,0.9158163265306124,1.0,1.0,1.0
698,40-40-60-16-17.png,"(40, 40)",60,16,17,42.06258116885861,0.9021045918367347,1.0,1.0,1.0
703,40-40-70-8-17.png,"(40, 40)",70,8,17,41.934962469177,0.903061224489796,1.0,1.0,1.0
704,40-40-70-16-17.png,"(40, 40)",70,16,17,41.71623553079967,0.9027423469387756,1.0,1.0,1.0
716,40-40-90-16-17.png,"(40, 40)",90,16,17,41.17791080333531,0.901466836734694,1.0,1.0,1.0
721,40-40-100-8-17.png,"(40, 40)",100,8,17,41.19386446834564,0.9011479591836736,1.0,1.0,1.0
799,50-50-10-8-6.png,"(50, 50)",10,8,6,42.41768775765781,0.9182692307692308,1.0,1.0,1.0
805,50-50-20-8-6.png,"(50, 50)",20,8,6,40.88782592724834,0.908653846153846,1.0,1.0,1.0
811,50-50-30-8-6.png,"(50, 50)",30,8,6,40.23402060913988,0.9134615384615384,1.0,1.0,1.0
817,50-50-40-8-6.png,"(50, 50)",40,8,6,39.81052210980286,0.9006410256410257,1.0,1.0,1.0
865,50-50-10-8-11.png,"(50, 50)",10,8,11,44.9398121005448,0.9158653846153846,1.0,1.0,1.0
866,50-50-10-16-11.png,"(50, 50)",10,16,11,44.17824331534652,0.9246794871794872,1.0,1.0,1.0
871,50-50-20-8-11.png,"(50, 50)",20,8,11,42.473715465393965,0.9238782051282052,1.0,1.0,1.0
872,50-50-20-16-11.png,"(50, 50)",20,16,11,41.94554297532612,0.9162660256410255,1.0,1.0,1.0
877,50-50-30-8-11.png,"(50, 50)",30,8,11,41.4336332950882,0.9190705128205128,1.0,1.0,1.0
878,50-50-30-16-11.png,"(50, 50)",30,16,11,40.96262414672399,0.907051282051282,1.0,1.0,1.0
883,50-50-40-8-11.png,"(50, 50)",40,8,11,40.82922347623892,0.9110576923076924,1.0,1.0,1.0
884,50-50-40-16-11.png,"(50, 50)",40,16,11,40.3857439862214,0.9058493589743588,1.0,1.0,1.0
889,50-50-50-8-11.png,"(50, 50)",50,8,11,40.41772916279064,0.9182692307692308,1.0,1.0,1.0
890,50-50-50-16-11.png,"(50, 50)",50,16,11,39.97663272556501,0.9090544871794872,1.0,1.0,1.0
895,50-50-60-8-11.png,"(50, 50)",60,8,11,40.09559431608536,0.907852564102564,1.0,1.0,1.0
901,50-50-70-8-11.png,"(50, 50)",70,8,11,39.85040210892991,0.9102564102564102,1.0,1.0,1.0
907,50-50-80-8-11.png,"(50, 50)",80,8,11,39.666060325361016,0.903846153846154,1.0,1.0,1.0
931,50-50-10-8-16.png,"(50, 50)",10,8,16,47.14899754450212,0.9022435897435898,1.0,1.0,1.0
932,50-50-10-16-16.png,"(50, 50)",10,16,16,46.69004372856244,0.9254807692307692,1.0,1.0,1.0
933,50-50-10-32-16.png,"(50, 50)",10,32,16,45.4331387981584,0.9180689102564102,1.0,1.0,1.0
937,50-50-20-8-16.png,"(50, 50)",20,8,16,44.40085831385453,0.907051282051282,1.0,1.0,1.0
938,50-50-20-16-16.png,"(50, 50)",20,16,16,43.869219376264525,0.9230769230769232,1.0,1.0,1.0
942,50-50-30-4-16.png,"(50, 50)",30,4,16,43.37567716544157,0.9102564102564102,1.0,1.0,1.0
943,50-50-30-8-16.png,"(50, 50)",30,8,16,42.94703058804526,0.90625,1.0,1.0,1.0
944,50-50-30-16-16.png,"(50, 50)",30,16,16,42.44551376433914,0.924278846153846,1.0,1.0,1.0
948,50-50-40-4-16.png,"(50, 50)",40,4,16,42.49248639224575,0.9022435897435898,1.0,1.0,1.0
949,50-50-40-8-16.png,"(50, 50)",40,8,16,42.02487564773428,0.907051282051282,1.0,1.0,1.0
950,50-50-40-16-16.png,"(50, 50)",40,16,16,41.58423463906748,0.924278846153846,1.0,1.0,1.0
955,50-50-50-8-16.png,"(50, 50)",50,8,16,41.44209597421807,0.9110576923076924,1.0,1.0,1.0
956,50-50-50-16-16.png,"(50, 50)",50,16,16,40.99431942207615,0.9138621794871796,1.0,1.0,1.0
961,50-50-60-8-16.png,"(50, 50)",60,8,16,41.02754251592064,0.90625,1.0,1.0,1.0
962,50-50-60-16-16.png,"(50, 50)",60,16,16,40.58412736039494,0.9026442307692308,1.0,1.0,1.0
967,50-50-70-8-16.png,"(50, 50)",70,8,16,40.6785835591218,0.9142628205128204,1.0,1.0,1.0
973,50-50-80-8-16.png,"(50, 50)",80,8,16,40.43834444754643,0.9142628205128204,1.0,1.0,1.0
974,50-50-80-16-16.png,"(50, 50)",80,16,16,40.0181196027651,0.9018429487179488,1.0,1.0,1.0
979,50-50-90-8-16.png,"(50, 50)",90,8,16,40.226787905446585,0.9278846153846154,1.0,1.0,1.0
980,50-50-90-16-16.png,"(50, 50)",90,16,16,39.81400943944662,0.9018429487179488,1.0,1.0,1.0
985,50-50-100-8-16.png,"(50, 50)",100,8,16,40.04888418293796,0.9214743589743588,1.0,1.0,1.0
986,50-50-100-16-16.png,"(50, 50)",100,16,16,39.63131731371924,0.9014423076923076,1.0,1.0,1.0
998,50-50-10-16-21.png,"(50, 50)",10,16,21,48.11619357265784,0.9138621794871796,1.0,1.0,1.0
999,50-50-10-32-21.png,"(50, 50)",10,32,21,47.49322111729542,0.9188701923076924,1.0,1.0,1.0
1000,50-50-10-64-21.png,"(50, 50)",10,64,21,45.99326263243561,0.9079527243589745,1.0,1.0,1.0
1003,50-50-20-8-21.png,"(50, 50)",20,8,21,45.78162185413316,0.9214743589743588,1.0,1.0,1.0
1004,50-50-20-16-21.png,"(50, 50)",20,16,21,45.58580017689926,0.922676282051282,1.0,1.0,1.0
1005,50-50-20-32-21.png,"(50, 50)",20,32,21,44.76511116562384,0.916466346153846,1.0,1.0,1.0
1009,50-50-30-8-21.png,"(50, 50)",30,8,21,44.26595441002473,0.9158653846153846,1.0,1.0,1.0
1010,50-50-30-16-21.png,"(50, 50)",30,16,21,43.997287723939,0.9146634615384616,1.0,1.0,1.0
1011,50-50-30-32-21.png,"(50, 50)",30,32,21,43.20212470497656,0.907852564102564,1.0,1.0,1.0
1015,50-50-40-8-21.png,"(50, 50)",40,8,21,43.2594936515879,0.9182692307692308,1.0,1.0,1.0
1016,50-50-40-16-21.png,"(50, 50)",40,16,21,42.98432269441082,0.9110576923076924,1.0,1.0,1.0
1017,50-50-40-32-21.png,"(50, 50)",40,32,21,42.21287788897932,0.9042467948717948,1.0,1.0,1.0
1021,50-50-50-8-21.png,"(50, 50)",50,8,21,42.549140370457394,0.9126602564102564,1.0,1.0,1.0
1022,50-50-50-16-21.png,"(50, 50)",50,16,21,42.26189887225293,0.9066506410256412,1.0,1.0,1.0
1027,50-50-60-8-21.png,"(50, 50)",60,8,21,42.01532124392921,0.9102564102564102,1.0,1.0,1.0
1028,50-50-60-16-21.png,"(50, 50)",60,16,21,41.71653003987231,0.9074519230769232,1.0,1.0,1.0
1033,50-50-70-8-21.png,"(50, 50)",70,8,21,41.59227558024523,0.9022435897435898,1.0,1.0,1.0
1034,50-50-70-16-21.png,"(50, 50)",70,16,21,41.31236837084576,0.9066506410256412,1.0,1.0,1.0
1039,50-50-80-8-21.png,"(50, 50)",80,8,21,41.258348164969405,0.904647435897436,1.0,1.0,1.0
1045,50-50-90-8-21.png,"(50, 50)",90,8,21,40.997161623626674,0.9014423076923076,1.0,1.0,1.0
1046,50-50-90-16-21.png,"(50, 50)",90,16,21,40.69601679880365,0.9002403846153846,1.0,1.0,1.0
1051,50-50-100-8-21.png,"(50, 50)",100,8,21,40.78300540211971,0.907852564102564,1.0,1.0,1.0
1128,100-100-10-4-11.png,"(100, 100)",10,4,11,42.040137479514,0.9177631578947368,1.0,1.0,1.0
1129,100-100-10-8-11.png,"(100, 100)",10,8,11,41.538262198493776,0.9457236842105264,1.0,1.0,1.0
1130,100-100-10-16-11.png,"(100, 100)",10,16,11,40.72226420086941,0.935032894736842,1.0,1.0,1.0
1134,100-100-20-4-11.png,"(100, 100)",20,4,11,39.35672734108802,0.9276315789473684,1.0,1.0,1.0
1135,100-100-20-8-11.png,"(100, 100)",20,8,11,39.16902724640355,0.9292763157894736,1.0,1.0,1.0
1136,100-100-20-16-11.png,"(100, 100)",20,16,11,38.61721265523824,0.9259868421052632,1.0,1.0,1.0
1140,100-100-30-4-11.png,"(100, 100)",30,4,11,38.31854365231301,0.9046052631578948,1.0,1.0,1.0
1141,100-100-30-8-11.png,"(100, 100)",30,8,11,38.24584122602921,0.930921052631579,1.0,1.0,1.0
1142,100-100-30-16-11.png,"(100, 100)",30,16,11,37.77107663836706,0.9144736842105264,1.0,1.0,1.0
1147,100-100-40-8-11.png,"(100, 100)",40,8,11,37.6757444960983,0.9325657894736842,1.0,1.0,1.0
1148,100-100-40-16-11.png,"(100, 100)",40,16,11,37.27600035859864,0.9029605263157896,1.0,1.0,1.0
1153,100-100-50-8-11.png,"(100, 100)",50,8,11,37.30747388866719,0.9276315789473684,1.0,1.0,1.0
1159,100-100-60-8-11.png,"(100, 100)",60,8,11,37.03653458252058,0.9226973684210528,1.0,1.0,1.0
1165,100-100-70-8-11.png,"(100, 100)",70,8,11,36.805898802788526,0.9046052631578948,1.0,1.0,1.0
1195,100-100-10-8-21.png,"(100, 100)",10,8,21,45.39685101896623,0.9161184210526316,1.0,1.0,1.0
1196,100-100-10-16-21.png,"(100, 100)",10,16,21,44.636681614600285,0.9473684210526316,1.0,1.0,1.0
1197,100-100-10-32-21.png,"(100, 100)",10,32,21,43.574304154041805,0.9226973684210528,1.0,1.0,1.0
1200,100-100-20-4-21.png,"(100, 100)",20,4,21,42.29108350796993,0.9342105263157896,1.0,1.0,1.0
1201,100-100-20-8-21.png,"(100, 100)",20,8,21,41.81236584245354,0.9358552631578948,1.0,1.0,1.0
1202,100-100-20-16-21.png,"(100, 100)",20,16,21,41.27954869448327,0.950657894736842,1.0,1.0,1.0
1203,100-100-20-32-21.png,"(100, 100)",20,32,21,40.32887052822652,0.920641447368421,1.0,1.0,1.0
1206,100-100-30-4-21.png,"(100, 100)",30,4,21,40.55324100613832,0.924342105263158,1.0,1.0,1.0
1207,100-100-30-8-21.png,"(100, 100)",30,8,21,40.10964822343469,0.9391447368421052,1.0,1.0,1.0
1208,100-100-30-16-21.png,"(100, 100)",30,16,21,39.73258402782941,0.9391447368421052,1.0,1.0,1.0
1209,100-100-30-32-21.png,"(100, 100)",30,32,21,38.9815973637232,0.9124177631578948,1.0,1.0,1.0
1212,100-100-40-4-21.png,"(100, 100)",40,4,21,39.57310246023064,0.9177631578947368,1.0,1.0,1.0
1213,100-100-40-8-21.png,"(100, 100)",40,8,21,39.27216190620229,0.9325657894736842,1.0,1.0,1.0
1214,100-100-40-16-21.png,"(100, 100)",40,16,21,38.85550165635301,0.9358552631578948,1.0,1.0,1.0
1215,100-100-40-32-21.png,"(100, 100)",40,32,21,38.20975352166113,0.9070723684210528,1.0,1.0,1.0
1218,100-100-50-4-21.png,"(100, 100)",50,4,21,38.87258341607481,0.9078947368421052,1.0,1.0,1.0
1219,100-100-50-8-21.png,"(100, 100)",50,8,21,38.69242246894102,0.9375,1.0,1.0,1.0
1220,100-100-50-16-21.png,"(100, 100)",50,16,21,38.29611103567819,0.9276315789473684,1.0,1.0,1.0
1221,100-100-50-32-21.png,"(100, 100)",50,32,21,37.70351415630017,0.9025493421052632,1.0,1.0,1.0
1224,100-100-60-4-21.png,"(100, 100)",60,4,21,38.37395012190844,0.9078947368421052,1.0,1.0,1.0
1225,100-100-60-8-21.png,"(100, 100)",60,8,21,38.27026181790526,0.9375,1.0,1.0,1.0
1226,100-100-60-16-21.png,"(100, 100)",60,16,21,37.89076012077418,0.919407894736842,1.0,1.0,1.0
1231,100-100-70-8-21.png,"(100, 100)",70,8,21,37.951808212048334,0.9292763157894736,1.0,1.0,1.0
1232,100-100-70-16-21.png,"(100, 100)",70,16,21,37.5832774684793,0.9095394736842104,1.0,1.0,1.0
1237,100-100-80-8-21.png,"(100, 100)",80,8,21,37.67621018070187,0.9292763157894736,1.0,1.0,1.0
1238,100-100-80-16-21.png,"(100, 100)",80,16,21,37.32547407025528,0.903782894736842,1.0,1.0,1.0
1243,100-100-90-8-21.png,"(100, 100)",90,8,21,37.43640118696029,0.9111842105263158,1.0,1.0,1.0
1244,100-100-90-16-21.png,"(100, 100)",90,16,21,37.1203846813798,0.9013157894736842,1.0,1.0,1.0
1249,100-100-100-8-21.png,"(100, 100)",100,8,21,37.24136695095138,0.9029605263157896,1.0,1.0,1.0
1262,100-100-10-16-31.png,"(100, 100)",10,16,31,46.80666912619314,0.9004934210526315,1.0,1.0,1.0
1263,100-100-10-32-31.png,"(100, 100)",10,32,31,46.46111019626722,0.939967105263158,1.0,1.0,1.0
1266,100-100-20-4-31.png,"(100, 100)",20,4,31,44.55536332469204,0.9078947368421052,1.0,1.0,1.0
1267,100-100-20-8-31.png,"(100, 100)",20,8,31,44.72331966418722,0.9391447368421052,1.0,1.0,1.0
1268,100-100-20-16-31.png,"(100, 100)",20,16,31,43.90109982548651,0.9358552631578948,1.0,1.0,1.0
1269,100-100-20-32-31.png,"(100, 100)",20,32,31,43.181887762994926,0.9325657894736842,1.0,1.0,1.0
1272,100-100-30-4-31.png,"(100, 100)",30,4,31,42.647762231192814,0.9342105263157896,1.0,1.0,1.0
1273,100-100-30-8-31.png,"(100, 100)",30,8,31,42.70669370542769,0.9375,1.0,1.0,1.0
1274,100-100-30-16-31.png,"(100, 100)",30,16,31,41.95316488637321,0.9333881578947368,1.0,1.0,1.0
1275,100-100-30-32-31.png,"(100, 100)",30,32,31,41.1460678540459,0.928453947368421,1.0,1.0,1.0
1278,100-100-40-4-31.png,"(100, 100)",40,4,31,41.3293801091489,0.9210526315789472,1.0,1.0,1.0
1279,100-100-40-8-31.png,"(100, 100)",40,8,31,41.26959973644997,0.9342105263157896,1.0,1.0,1.0
1280,100-100-40-16-31.png,"(100, 100)",40,16,31,40.72833913344433,0.9366776315789472,1.0,1.0,1.0
1281,100-100-40-32-31.png,"(100, 100)",40,32,31,39.95042212588393,0.9247532894736842,1.0,1.0,1.0
1284,100-100-50-4-31.png,"(100, 100)",50,4,31,40.43825265018405,0.9276315789473684,1.0,1.0,1.0
1285,100-100-50-8-31.png,"(100, 100)",50,8,31,40.377654829198576,0.9226973684210528,1.0,1.0,1.0
1286,100-100-50-16-31.png,"(100, 100)",50,16,31,39.83351182500268,0.9333881578947368,1.0,1.0,1.0
1287,100-100-50-32-31.png,"(100, 100)",50,32,31,39.1655451080193,0.9103618421052632,1.0,1.0,1.0
1290,100-100-60-4-31.png,"(100, 100)",60,4,31,39.83497522873744,0.924342105263158,1.0,1.0,1.0
1291,100-100-60-8-31.png,"(100, 100)",60,8,31,39.744723967197245,0.9407894736842104,1.0,1.0,1.0
1292,100-100-60-16-31.png,"(100, 100)",60,16,31,39.201650308933445,0.935032894736842,1.0,1.0,1.0
1293,100-100-60-32-31.png,"(100, 100)",60,32,31,38.59941798329001,0.912828947368421,1.0,1.0,1.0
1296,100-100-70-4-31.png,"(100, 100)",70,4,31,39.27895269386833,0.930921052631579,1.0,1.0,1.0
1297,100-100-70-8-31.png,"(100, 100)",70,8,31,39.26207704444008,0.9358552631578948,1.0,1.0,1.0
1298,100-100-70-16-31.png,"(100, 100)",70,16,31,38.7428197776524,0.919407894736842,1.0,1.0,1.0
1299,100-100-70-32-31.png,"(100, 100)",70,32,31,38.17403058563108,0.9099506578947368,1.0,1.0,1.0
1302,100-100-80-4-31.png,"(100, 100)",80,4,31,38.83439741835987,0.9111842105263158,1.0,1.0,1.0
1303,100-100-80-8-31.png,"(100, 100)",80,8,31,38.90662035684322,0.9407894736842104,1.0,1.0,1.0
1304,100-100-80-16-31.png,"(100, 100)",80,16,31,38.37790238192048,0.9268092105263158,1.0,1.0,1.0
1305,100-100-80-32-31.png,"(100, 100)",80,32,31,37.84376776281899,0.9029605263157896,1.0,1.0,1.0
1309,100-100-90-8-31.png,"(100, 100)",90,8,31,38.614363330109576,0.930921052631579,1.0,1.0,1.0
1310,100-100-90-16-31.png,"(100, 100)",90,16,31,38.0835430358383,0.9144736842105264,1.0,1.0,1.0
1311,100-100-90-32-31.png,"(100, 100)",90,32,31,37.58472655238374,0.90625,1.0,1.0,1.0
1314,100-100-100-4-31.png,"(100, 100)",100,4,31,38.26187943830736,0.9046052631578948,1.0,1.0,1.0
1315,100-100-100-8-31.png,"(100, 100)",100,8,31,38.36972708887628,0.9358552631578948,1.0,1.0,1.0
1316,100-100-100-16-31.png,"(100, 100)",100,16,31,37.82931147763097,0.9169407894736842,1.0,1.0,1.0
1317,100-100-100-32-31.png,"(100, 100)",100,32,31,37.36522336612445,0.90625,1.0,1.0,1.0
1329,100-100-10-32-41.png,"(100, 100)",10,32,41,47.91583476552316,0.905016447368421,1.0,1.0,1.0
1330,100-100-10-64-41.png,"(100, 100)",10,64,41,47.396587270497605,0.9251644736842104,1.0,1.0,1.0
1334,100-100-20-16-41.png,"(100, 100)",20,16,41,45.8339408264418,0.9235197368421052,1.0,1.0,1.0
1335,100-100-20-32-41.png,"(100, 100)",20,32,41,45.58203605913791,0.9296875,1.0,1.0,1.0
1336,100-100-20-64-41.png,"(100, 100)",20,64,41,44.53209589584117,0.9148848684210528,1.0,1.0,1.0
1339,100-100-30-8-41.png,"(100, 100)",30,8,41,44.5253530485484,0.9111842105263158,1.0,1.0,1.0
1340,100-100-30-16-41.png,"(100, 100)",30,16,41,44.04987800776341,0.9292763157894736,1.0,1.0,1.0
1341,100-100-30-32-41.png,"(100, 100)",30,32,41,43.57796678848327,0.9124177631578948,1.0,1.0,1.0
1342,100-100-30-64-41.png,"(100, 100)",30,64,41,42.45252956458302,0.9103618421052632,1.0,1.0,1.0
1344,100-100-40-4-41.png,"(100, 100)",40,4,41,43.149751574207535,0.9144736842105264,1.0,1.0,1.0
1345,100-100-40-8-41.png,"(100, 100)",40,8,41,43.04754269373202,0.9342105263157896,1.0,1.0,1.0
1346,100-100-40-16-41.png,"(100, 100)",40,16,41,42.6673408936684,0.9317434210526316,1.0,1.0,1.0
1347,100-100-40-32-41.png,"(100, 100)",40,32,41,42.11211664096179,0.9161184210526316,1.0,1.0,1.0
1348,100-100-40-64-41.png,"(100, 100)",40,64,41,41.078212557942464,0.908922697368421,1.0,1.0,1.0
1350,100-100-50-4-41.png,"(100, 100)",50,4,41,42.207388675399706,0.9078947368421052,1.0,1.0,1.0
1351,100-100-50-8-41.png,"(100, 100)",50,8,41,41.96258101255262,0.9342105263157896,1.0,1.0,1.0
1352,100-100-50-16-41.png,"(100, 100)",50,16,41,41.69845215103271,0.9375,1.0,1.0,1.0
1353,100-100-50-32-41.png,"(100, 100)",50,32,41,41.050697128560245,0.911595394736842,1.0,1.0,1.0
1354,100-100-50-64-41.png,"(100, 100)",50,64,41,40.155550962246586,0.9118009868421052,1.0,1.0,1.0
1356,100-100-60-4-41.png,"(100, 100)",60,4,41,41.327589841652575,0.9177631578947368,1.0,1.0,1.0
1357,100-100-60-8-41.png,"(100, 100)",60,8,41,41.240783324354,0.9375,1.0,1.0,1.0
1358,100-100-60-16-41.png,"(100, 100)",60,16,41,40.85767459895016,0.9325657894736842,1.0,1.0,1.0
1359,100-100-60-32-41.png,"(100, 100)",60,32,41,40.268754740134376,0.9124177631578948,1.0,1.0,1.0
1360,100-100-60-64-41.png,"(100, 100)",60,64,41,39.47679852899371,0.907483552631579,1.0,1.0,1.0
1362,100-100-70-4-41.png,"(100, 100)",70,4,41,40.73194307816407,0.924342105263158,1.0,1.0,1.0
1363,100-100-70-8-41.png,"(100, 100)",70,8,41,40.63500223623534,0.9325657894736842,1.0,1.0,1.0
1364,100-100-70-16-41.png,"(100, 100)",70,16,41,40.23980141171417,0.9333881578947368,1.0,1.0,1.0
1365,100-100-70-32-41.png,"(100, 100)",70,32,41,39.6479095704527,0.9120065789473684,1.0,1.0,1.0
1366,100-100-70-64-41.png,"(100, 100)",70,64,41,38.96106728113882,0.9031661184210528,1.0,1.0,1.0
1368,100-100-80-4-41.png,"(100, 100)",80,4,41,40.24602989049843,0.9013157894736842,1.0,1.0,1.0
1369,100-100-80-8-41.png,"(100, 100)",80,8,41,40.13256135479611,0.9276315789473684,1.0,1.0,1.0
1370,100-100-80-16-41.png,"(100, 100)",80,16,41,39.75480439440537,0.9276315789473684,1.0,1.0,1.0
1371,100-100-80-32-41.png,"(100, 100)",80,32,41,39.17537286288525,0.908717105263158,1.0,1.0,1.0
1374,100-100-90-4-41.png,"(100, 100)",90,4,41,39.80140715037521,0.9144736842105264,1.0,1.0,1.0
1375,100-100-90-8-41.png,"(100, 100)",90,8,41,39.745172275811,0.9325657894736842,1.0,1.0,1.0
1376,100-100-90-16-41.png,"(100, 100)",90,16,41,39.36277435170764,0.9185855263157896,1.0,1.0,1.0
1377,100-100-90-32-41.png,"(100, 100)",90,32,41,38.79340596756659,0.9041940789473684,1.0,1.0,1.0
1380,100-100-100-4-41.png,"(100, 100)",100,4,41,39.42119848286739,0.9111842105263158,1.0,1.0,1.0
1381,100-100-100-8-41.png,"(100, 100)",100,8,41,39.42373247928137,0.9226973684210528,1.0,1.0,1.0
1382,100-100-100-16-41.png,"(100, 100)",100,16,41,39.03469415388289,0.9210526315789472,1.0,1.0,1.0
1383,100-100-100-32-41.png,"(100, 100)",100,32,41,38.48737137421805,0.9033717105263158,1.0,1.0,1.0
1459,200-200-10-8-21.png,"(200, 200)",10,8,21,41.9873572836918,0.90625,1.0,1.0,1.0
1460,200-200-10-16-21.png,"(200, 200)",10,16,21,41.02725461573772,0.9288194444444444,1.0,1.0,1.0
1461,200-200-10-32-21.png,"(200, 200)",10,32,21,39.52383186571139,0.9184027777777778,1.0,1.0,1.0
